"TIME","GEO","UNIT","MOT_NRG","ENGINE","Value"
"1993","Greece","Number","Total","2 000 cm³ or over",":"
"1993","Greece","Number","Petroleum products","Total","1 929 000"
"1993","Greece","Number","Petroleum products","Less than 1 400 cm³",":"
"1993","Greece","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1993","Greece","Number","Petroleum products","2 000 cm³ or over",":"
"1993","Greece","Number","Diesel","Total","27 000"
"1993","Greece","Number","Diesel","Less than 1 400 cm³",":"
"1993","Greece","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1993","Greece","Number","Diesel","2 000 cm³ or over",":"
"1993","Spain","Number","Total","Total","13 441 000"
"1993","Spain","Number","Total","Less than 1 400 cm³",":"
"1993","Spain","Number","Total","From 1 400 to 1 999 cm³",":"
"1993","Spain","Number","Total","2 000 cm³ or over",":"
"1993","Spain","Number","Petroleum products","Total","11 839 000"
"1993","Spain","Number","Petroleum products","Less than 1 400 cm³",":"
"1993","Spain","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1993","Spain","Number","Petroleum products","2 000 cm³ or over",":"
"1993","Spain","Number","Diesel","Total","1 602 000"
"1993","Spain","Number","Diesel","Less than 1 400 cm³",":"
"1993","Spain","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1993","Spain","Number","Diesel","2 000 cm³ or over",":"
"1993","France","Number","Total","Total","24 385 000"
"1993","France","Number","Total","Less than 1 400 cm³",":"
"1993","France","Number","Total","From 1 400 to 1 999 cm³",":"
"1993","France","Number","Total","2 000 cm³ or over",":"
"1993","France","Number","Petroleum products","Total",":"
"1993","France","Number","Petroleum products","Less than 1 400 cm³",":"
"1993","France","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1993","France","Number","Petroleum products","2 000 cm³ or over",":"
"1993","France","Number","Diesel","Total","5 536 000"
"1993","France","Number","Diesel","Less than 1 400 cm³",":"
"1993","France","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1993","France","Number","Diesel","2 000 cm³ or over",":"
"1993","Croatia","Number","Total","Total","646 000"
"1993","Croatia","Number","Total","Less than 1 400 cm³",":"
"1993","Croatia","Number","Total","From 1 400 to 1 999 cm³",":"
"1993","Croatia","Number","Total","2 000 cm³ or over",":"
"1993","Croatia","Number","Petroleum products","Total","529 000"
"1993","Croatia","Number","Petroleum products","Less than 1 400 cm³",":"
"1993","Croatia","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1993","Croatia","Number","Petroleum products","2 000 cm³ or over",":"
"1993","Croatia","Number","Diesel","Total","117 000"
"1993","Croatia","Number","Diesel","Less than 1 400 cm³",":"
"1993","Croatia","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1993","Croatia","Number","Diesel","2 000 cm³ or over",":"
"1993","Italy","Number","Total","Total","29 652 000"
"1993","Italy","Number","Total","Less than 1 400 cm³",":"
"1993","Italy","Number","Total","From 1 400 to 1 999 cm³",":"
"1993","Italy","Number","Total","2 000 cm³ or over",":"
"1993","Italy","Number","Petroleum products","Total",":"
"1993","Italy","Number","Petroleum products","Less than 1 400 cm³",":"
"1993","Italy","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1993","Italy","Number","Petroleum products","2 000 cm³ or over",":"
"1993","Italy","Number","Diesel","Total",":"
"1993","Italy","Number","Diesel","Less than 1 400 cm³",":"
"1993","Italy","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1993","Italy","Number","Diesel","2 000 cm³ or over",":"
"1993","Cyprus","Number","Total","Total","203 000"
"1993","Cyprus","Number","Total","Less than 1 400 cm³",":"
"1993","Cyprus","Number","Total","From 1 400 to 1 999 cm³",":"
"1993","Cyprus","Number","Total","2 000 cm³ or over",":"
"1993","Cyprus","Number","Petroleum products","Total",":"
"1993","Cyprus","Number","Petroleum products","Less than 1 400 cm³",":"
"1993","Cyprus","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1993","Cyprus","Number","Petroleum products","2 000 cm³ or over",":"
"1993","Cyprus","Number","Diesel","Total",":"
"1993","Cyprus","Number","Diesel","Less than 1 400 cm³",":"
"1993","Cyprus","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1993","Cyprus","Number","Diesel","2 000 cm³ or over",":"
"1993","Latvia","Number","Total","Total","367 475"
"1993","Latvia","Number","Total","Less than 1 400 cm³",":"
"1993","Latvia","Number","Total","From 1 400 to 1 999 cm³",":"
"1993","Latvia","Number","Total","2 000 cm³ or over",":"
"1993","Latvia","Number","Petroleum products","Total","203 600"
"1993","Latvia","Number","Petroleum products","Less than 1 400 cm³",":"
"1993","Latvia","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1993","Latvia","Number","Petroleum products","2 000 cm³ or over",":"
"1993","Latvia","Number","Diesel","Total","3 500"
"1993","Latvia","Number","Diesel","Less than 1 400 cm³",":"
"1993","Latvia","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1993","Latvia","Number","Diesel","2 000 cm³ or over",":"
"1993","Lithuania","Number","Total","Total","597 740"
"1993","Lithuania","Number","Total","Less than 1 400 cm³",":"
"1993","Lithuania","Number","Total","From 1 400 to 1 999 cm³",":"
"1993","Lithuania","Number","Total","2 000 cm³ or over",":"
"1993","Lithuania","Number","Petroleum products","Total",":"
"1993","Lithuania","Number","Petroleum products","Less than 1 400 cm³",":"
"1993","Lithuania","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1993","Lithuania","Number","Petroleum products","2 000 cm³ or over",":"
"1993","Lithuania","Number","Diesel","Total",":"
"1993","Lithuania","Number","Diesel","Less than 1 400 cm³",":"
"1993","Lithuania","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1993","Lithuania","Number","Diesel","2 000 cm³ or over",":"
"1993","Luxembourg","Number","Total","Total","218 000"
"1993","Luxembourg","Number","Total","Less than 1 400 cm³",":"
"1993","Luxembourg","Number","Total","From 1 400 to 1 999 cm³",":"
"1993","Luxembourg","Number","Total","2 000 cm³ or over",":"
"1993","Luxembourg","Number","Petroleum products","Total","181 000"
"1993","Luxembourg","Number","Petroleum products","Less than 1 400 cm³",":"
"1993","Luxembourg","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1993","Luxembourg","Number","Petroleum products","2 000 cm³ or over",":"
"1993","Luxembourg","Number","Diesel","Total","36 000"
"1993","Luxembourg","Number","Diesel","Less than 1 400 cm³",":"
"1993","Luxembourg","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1993","Luxembourg","Number","Diesel","2 000 cm³ or over",":"
"1993","Hungary","Number","Total","Total","2 093 529"
"1993","Hungary","Number","Total","Less than 1 400 cm³",":"
"1993","Hungary","Number","Total","From 1 400 to 1 999 cm³",":"
"1993","Hungary","Number","Total","2 000 cm³ or over",":"
"1993","Hungary","Number","Petroleum products","Total",":"
"1993","Hungary","Number","Petroleum products","Less than 1 400 cm³",":"
"1993","Hungary","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1993","Hungary","Number","Petroleum products","2 000 cm³ or over",":"
"1993","Hungary","Number","Diesel","Total","121 000"
"1993","Hungary","Number","Diesel","Less than 1 400 cm³",":"
"1993","Hungary","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1993","Hungary","Number","Diesel","2 000 cm³ or over",":"
"1993","Malta","Number","Total","Total","152 613"
"1993","Malta","Number","Total","Less than 1 400 cm³",":"
"1993","Malta","Number","Total","From 1 400 to 1 999 cm³",":"
"1993","Malta","Number","Total","2 000 cm³ or over",":"
"1993","Malta","Number","Petroleum products","Total",":"
"1993","Malta","Number","Petroleum products","Less than 1 400 cm³",":"
"1993","Malta","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1993","Malta","Number","Petroleum products","2 000 cm³ or over",":"
"1993","Malta","Number","Diesel","Total",":"
"1993","Malta","Number","Diesel","Less than 1 400 cm³",":"
"1993","Malta","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1993","Malta","Number","Diesel","2 000 cm³ or over",":"
"1993","Netherlands","Number","Total","Total","5 456 000"
"1993","Netherlands","Number","Total","Less than 1 400 cm³",":"
"1993","Netherlands","Number","Total","From 1 400 to 1 999 cm³",":"
"1993","Netherlands","Number","Total","2 000 cm³ or over",":"
"1993","Netherlands","Number","Petroleum products","Total","4 405 000"
"1993","Netherlands","Number","Petroleum products","Less than 1 400 cm³",":"
"1993","Netherlands","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1993","Netherlands","Number","Petroleum products","2 000 cm³ or over",":"
"1993","Netherlands","Number","Diesel","Total","591 000"
"1993","Netherlands","Number","Diesel","Less than 1 400 cm³",":"
"1993","Netherlands","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1993","Netherlands","Number","Diesel","2 000 cm³ or over",":"
"1993","Austria","Number","Total","Total","3 367 000"
"1993","Austria","Number","Total","Less than 1 400 cm³",":"
"1993","Austria","Number","Total","From 1 400 to 1 999 cm³",":"
"1993","Austria","Number","Total","2 000 cm³ or over",":"
"1993","Austria","Number","Petroleum products","Total","2 749 000"
"1993","Austria","Number","Petroleum products","Less than 1 400 cm³",":"
"1993","Austria","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1993","Austria","Number","Petroleum products","2 000 cm³ or over",":"
"1993","Austria","Number","Diesel","Total","618 000"
"1993","Austria","Number","Diesel","Less than 1 400 cm³",":"
"1993","Austria","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1993","Austria","Number","Diesel","2 000 cm³ or over",":"
"1993","Poland","Number","Total","Total","6 770 557"
"1993","Poland","Number","Total","Less than 1 400 cm³",":"
"1993","Poland","Number","Total","From 1 400 to 1 999 cm³",":"
"1993","Poland","Number","Total","2 000 cm³ or over",":"
"1993","Poland","Number","Petroleum products","Total",":"
"1993","Poland","Number","Petroleum products","Less than 1 400 cm³",":"
"1993","Poland","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1993","Poland","Number","Petroleum products","2 000 cm³ or over",":"
"1993","Poland","Number","Diesel","Total",":"
"1993","Poland","Number","Diesel","Less than 1 400 cm³",":"
"1993","Poland","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1993","Poland","Number","Diesel","2 000 cm³ or over",":"
"1993","Portugal","Number","Total","Total","3 295 000"
"1993","Portugal","Number","Total","Less than 1 400 cm³",":"
"1993","Portugal","Number","Total","From 1 400 to 1 999 cm³",":"
"1993","Portugal","Number","Total","2 000 cm³ or over",":"
"1993","Portugal","Number","Petroleum products","Total",":"
"1993","Portugal","Number","Petroleum products","Less than 1 400 cm³",":"
"1993","Portugal","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1993","Portugal","Number","Petroleum products","2 000 cm³ or over",":"
"1993","Portugal","Number","Diesel","Total",":"
"1993","Portugal","Number","Diesel","Less than 1 400 cm³",":"
"1993","Portugal","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1993","Portugal","Number","Diesel","2 000 cm³ or over",":"
"1993","Romania","Number","Total","Total","1 793 054"
"1993","Romania","Number","Total","Less than 1 400 cm³",":"
"1993","Romania","Number","Total","From 1 400 to 1 999 cm³",":"
"1993","Romania","Number","Total","2 000 cm³ or over",":"
"1993","Romania","Number","Petroleum products","Total",":"
"1993","Romania","Number","Petroleum products","Less than 1 400 cm³",":"
"1993","Romania","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1993","Romania","Number","Petroleum products","2 000 cm³ or over",":"
"1993","Romania","Number","Diesel","Total",":"
"1993","Romania","Number","Diesel","Less than 1 400 cm³",":"
"1993","Romania","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1993","Romania","Number","Diesel","2 000 cm³ or over",":"
"1993","Slovenia","Number","Total","Total","632 563"
"1993","Slovenia","Number","Total","Less than 1 400 cm³",":"
"1993","Slovenia","Number","Total","From 1 400 to 1 999 cm³",":"
"1993","Slovenia","Number","Total","2 000 cm³ or over",":"
"1993","Slovenia","Number","Petroleum products","Total","577 654"
"1993","Slovenia","Number","Petroleum products","Less than 1 400 cm³","499 000"
"1993","Slovenia","Number","Petroleum products","From 1 400 to 1 999 cm³","89 000"
"1993","Slovenia","Number","Petroleum products","2 000 cm³ or over","6 000"
"1993","Slovenia","Number","Diesel","Total","49 289"
"1993","Slovenia","Number","Diesel","Less than 1 400 cm³","3 000"
"1993","Slovenia","Number","Diesel","From 1 400 to 1 999 cm³","44 000"
"1993","Slovenia","Number","Diesel","2 000 cm³ or over","7 000"
"1993","Slovakia","Number","Total","Total","994 933"
"1993","Slovakia","Number","Total","Less than 1 400 cm³",":"
"1993","Slovakia","Number","Total","From 1 400 to 1 999 cm³",":"
"1993","Slovakia","Number","Total","2 000 cm³ or over",":"
"1993","Slovakia","Number","Petroleum products","Total",":"
"1993","Slovakia","Number","Petroleum products","Less than 1 400 cm³",":"
"1993","Slovakia","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1993","Slovakia","Number","Petroleum products","2 000 cm³ or over",":"
"1993","Slovakia","Number","Diesel","Total",":"
"1993","Slovakia","Number","Diesel","Less than 1 400 cm³",":"
"1993","Slovakia","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1993","Slovakia","Number","Diesel","2 000 cm³ or over",":"
"1993","Finland","Number","Total","Total","1 873 000"
"1993","Finland","Number","Total","Less than 1 400 cm³",":"
"1993","Finland","Number","Total","From 1 400 to 1 999 cm³",":"
"1993","Finland","Number","Total","2 000 cm³ or over",":"
"1993","Finland","Number","Petroleum products","Total","1 715 000"
"1993","Finland","Number","Petroleum products","Less than 1 400 cm³",":"
"1993","Finland","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1993","Finland","Number","Petroleum products","2 000 cm³ or over",":"
"1993","Finland","Number","Diesel","Total","143 000"
"1993","Finland","Number","Diesel","Less than 1 400 cm³",":"
"1993","Finland","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1993","Finland","Number","Diesel","2 000 cm³ or over",":"
"1993","Sweden","Number","Total","Total","3 566 000"
"1993","Sweden","Number","Total","Less than 1 400 cm³",":"
"1993","Sweden","Number","Total","From 1 400 to 1 999 cm³",":"
"1993","Sweden","Number","Total","2 000 cm³ or over",":"
"1993","Sweden","Number","Petroleum products","Total","3 472 000"
"1993","Sweden","Number","Petroleum products","Less than 1 400 cm³",":"
"1993","Sweden","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1993","Sweden","Number","Petroleum products","2 000 cm³ or over",":"
"1993","Sweden","Number","Diesel","Total","93 000"
"1993","Sweden","Number","Diesel","Less than 1 400 cm³",":"
"1993","Sweden","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1993","Sweden","Number","Diesel","2 000 cm³ or over",":"
"1993","United Kingdom","Number","Total","Total","21 288 000"
"1993","United Kingdom","Number","Total","Less than 1 400 cm³",":"
"1993","United Kingdom","Number","Total","From 1 400 to 1 999 cm³",":"
"1993","United Kingdom","Number","Total","2 000 cm³ or over",":"
"1993","United Kingdom","Number","Petroleum products","Total","20 032 000"
"1993","United Kingdom","Number","Petroleum products","Less than 1 400 cm³",":"
"1993","United Kingdom","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1993","United Kingdom","Number","Petroleum products","2 000 cm³ or over",":"
"1993","United Kingdom","Number","Diesel","Total","1 225 000"
"1993","United Kingdom","Number","Diesel","Less than 1 400 cm³",":"
"1993","United Kingdom","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1993","United Kingdom","Number","Diesel","2 000 cm³ or over",":"
"1993","Iceland","Number","Total","Total","116 000"
"1993","Iceland","Number","Total","Less than 1 400 cm³",":"
"1993","Iceland","Number","Total","From 1 400 to 1 999 cm³",":"
"1993","Iceland","Number","Total","2 000 cm³ or over",":"
"1993","Iceland","Number","Petroleum products","Total","110 000"
"1993","Iceland","Number","Petroleum products","Less than 1 400 cm³",":"
"1993","Iceland","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1993","Iceland","Number","Petroleum products","2 000 cm³ or over",":"
"1993","Iceland","Number","Diesel","Total","6 000"
"1993","Iceland","Number","Diesel","Less than 1 400 cm³",":"
"1993","Iceland","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1993","Iceland","Number","Diesel","2 000 cm³ or over",":"
"1993","Liechtenstein","Number","Total","Total","17 770"
"1993","Liechtenstein","Number","Total","Less than 1 400 cm³",":"
"1993","Liechtenstein","Number","Total","From 1 400 to 1 999 cm³",":"
"1993","Liechtenstein","Number","Total","2 000 cm³ or over",":"
"1993","Liechtenstein","Number","Petroleum products","Total",":"
"1993","Liechtenstein","Number","Petroleum products","Less than 1 400 cm³",":"
"1993","Liechtenstein","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1993","Liechtenstein","Number","Petroleum products","2 000 cm³ or over",":"
"1993","Liechtenstein","Number","Diesel","Total",":"
"1993","Liechtenstein","Number","Diesel","Less than 1 400 cm³",":"
"1993","Liechtenstein","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1993","Liechtenstein","Number","Diesel","2 000 cm³ or over",":"
"1993","Norway","Number","Total","Total","1 633 000"
"1993","Norway","Number","Total","Less than 1 400 cm³",":"
"1993","Norway","Number","Total","From 1 400 to 1 999 cm³",":"
"1993","Norway","Number","Total","2 000 cm³ or over",":"
"1993","Norway","Number","Petroleum products","Total","1 565 000"
"1993","Norway","Number","Petroleum products","Less than 1 400 cm³",":"
"1993","Norway","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1993","Norway","Number","Petroleum products","2 000 cm³ or over",":"
"1993","Norway","Number","Diesel","Total","68 000"
"1993","Norway","Number","Diesel","Less than 1 400 cm³",":"
"1993","Norway","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1993","Norway","Number","Diesel","2 000 cm³ or over",":"
"1993","Switzerland","Number","Total","Total","3 110 000"
"1993","Switzerland","Number","Total","Less than 1 400 cm³",":"
"1993","Switzerland","Number","Total","From 1 400 to 1 999 cm³",":"
"1993","Switzerland","Number","Total","2 000 cm³ or over",":"
"1993","Switzerland","Number","Petroleum products","Total","3 023 000"
"1993","Switzerland","Number","Petroleum products","Less than 1 400 cm³",":"
"1993","Switzerland","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1993","Switzerland","Number","Petroleum products","2 000 cm³ or over",":"
"1993","Switzerland","Number","Diesel","Total","86 000"
"1993","Switzerland","Number","Diesel","Less than 1 400 cm³",":"
"1993","Switzerland","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1993","Switzerland","Number","Diesel","2 000 cm³ or over",":"
"1993","North Macedonia","Number","Total","Total","289 979"
"1993","North Macedonia","Number","Total","Less than 1 400 cm³",":"
"1993","North Macedonia","Number","Total","From 1 400 to 1 999 cm³",":"
"1993","North Macedonia","Number","Total","2 000 cm³ or over",":"
"1993","North Macedonia","Number","Petroleum products","Total","282 418"
"1993","North Macedonia","Number","Petroleum products","Less than 1 400 cm³",":"
"1993","North Macedonia","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1993","North Macedonia","Number","Petroleum products","2 000 cm³ or over",":"
"1993","North Macedonia","Number","Diesel","Total","6 073"
"1993","North Macedonia","Number","Diesel","Less than 1 400 cm³",":"
"1993","North Macedonia","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1993","North Macedonia","Number","Diesel","2 000 cm³ or over",":"
"1993","Turkey","Number","Total","Total","2 619 852"
"1993","Turkey","Number","Total","Less than 1 400 cm³",":"
"1993","Turkey","Number","Total","From 1 400 to 1 999 cm³",":"
"1993","Turkey","Number","Total","2 000 cm³ or over",":"
"1993","Turkey","Number","Petroleum products","Total",":"
"1993","Turkey","Number","Petroleum products","Less than 1 400 cm³",":"
"1993","Turkey","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1993","Turkey","Number","Petroleum products","2 000 cm³ or over",":"
"1993","Turkey","Number","Diesel","Total",":"
"1993","Turkey","Number","Diesel","Less than 1 400 cm³",":"
"1993","Turkey","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1993","Turkey","Number","Diesel","2 000 cm³ or over",":"
"1993","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Total","Total",":"
"1993","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Total","Less than 1 400 cm³",":"
"1993","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Total","From 1 400 to 1 999 cm³",":"
"1993","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Total","2 000 cm³ or over",":"
"1993","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Petroleum products","Total",":"
"1993","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Petroleum products","Less than 1 400 cm³",":"
"1993","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1993","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Petroleum products","2 000 cm³ or over",":"
"1993","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Diesel","Total",":"
"1993","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Diesel","Less than 1 400 cm³",":"
"1993","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1993","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Diesel","2 000 cm³ or over",":"
"1994","Belgium","Number","Total","Total","4 210 000"
"1994","Belgium","Number","Total","Less than 1 400 cm³",":"
"1994","Belgium","Number","Total","From 1 400 to 1 999 cm³",":"
"1994","Belgium","Number","Total","2 000 cm³ or over",":"
"1994","Belgium","Number","Petroleum products","Total","2 853 000"
"1994","Belgium","Number","Petroleum products","Less than 1 400 cm³",":"
"1994","Belgium","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1994","Belgium","Number","Petroleum products","2 000 cm³ or over",":"
"1994","Belgium","Number","Diesel","Total","1 306 000"
"1994","Belgium","Number","Diesel","Less than 1 400 cm³",":"
"1994","Belgium","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1994","Belgium","Number","Diesel","2 000 cm³ or over",":"
"1994","Bulgaria","Number","Total","Total","1 588 000"
"1994","Bulgaria","Number","Total","Less than 1 400 cm³",":"
"1994","Bulgaria","Number","Total","From 1 400 to 1 999 cm³",":"
"1994","Bulgaria","Number","Total","2 000 cm³ or over",":"
"1994","Bulgaria","Number","Petroleum products","Total",":"
"1994","Bulgaria","Number","Petroleum products","Less than 1 400 cm³",":"
"1994","Bulgaria","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1994","Bulgaria","Number","Petroleum products","2 000 cm³ or over",":"
"1994","Bulgaria","Number","Diesel","Total",":"
"1994","Bulgaria","Number","Diesel","Less than 1 400 cm³",":"
"1994","Bulgaria","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1994","Bulgaria","Number","Diesel","2 000 cm³ or over",":"
"1994","Czechia","Number","Total","Total","2 923 916"
"1994","Czechia","Number","Total","Less than 1 400 cm³",":"
"1994","Czechia","Number","Total","From 1 400 to 1 999 cm³",":"
"1994","Czechia","Number","Total","2 000 cm³ or over",":"
"1994","Czechia","Number","Petroleum products","Total","2 729 374"
"1994","Czechia","Number","Petroleum products","Less than 1 400 cm³",":"
"1994","Czechia","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1994","Czechia","Number","Petroleum products","2 000 cm³ or over",":"
"1994","Czechia","Number","Diesel","Total","185 783"
"1994","Czechia","Number","Diesel","Less than 1 400 cm³",":"
"1994","Czechia","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1994","Czechia","Number","Diesel","2 000 cm³ or over",":"
"1994","Denmark","Number","Total","Total","1 611 000"
"1994","Denmark","Number","Total","Less than 1 400 cm³",":"
"1994","Denmark","Number","Total","From 1 400 to 1 999 cm³",":"
"1994","Denmark","Number","Total","2 000 cm³ or over",":"
"1994","Denmark","Number","Petroleum products","Total","1 534 000"
"1994","Denmark","Number","Petroleum products","Less than 1 400 cm³",":"
"1994","Denmark","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1994","Denmark","Number","Petroleum products","2 000 cm³ or over",":"
"1994","Denmark","Number","Diesel","Total","76 000"
"1994","Denmark","Number","Diesel","Less than 1 400 cm³",":"
"1994","Denmark","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1994","Denmark","Number","Diesel","2 000 cm³ or over",":"
"1994","Germany (until 1990 former territory of the FRG)","Number","Total","Total","39 765 000"
"1994","Germany (until 1990 former territory of the FRG)","Number","Total","Less than 1 400 cm³",":"
"1994","Germany (until 1990 former territory of the FRG)","Number","Total","From 1 400 to 1 999 cm³",":"
"1994","Germany (until 1990 former territory of the FRG)","Number","Total","2 000 cm³ or over",":"
"1994","Germany (until 1990 former territory of the FRG)","Number","Petroleum products","Total","34 394 000"
"1994","Germany (until 1990 former territory of the FRG)","Number","Petroleum products","Less than 1 400 cm³",":"
"1994","Germany (until 1990 former territory of the FRG)","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1994","Germany (until 1990 former territory of the FRG)","Number","Petroleum products","2 000 cm³ or over",":"
"1994","Germany (until 1990 former territory of the FRG)","Number","Diesel","Total","5 358 000"
"1994","Germany (until 1990 former territory of the FRG)","Number","Diesel","Less than 1 400 cm³",":"
"1994","Germany (until 1990 former territory of the FRG)","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1994","Germany (until 1990 former territory of the FRG)","Number","Diesel","2 000 cm³ or over",":"
"1994","Estonia","Number","Total","Total","337 812"
"1994","Estonia","Number","Total","Less than 1 400 cm³",":"
"1994","Estonia","Number","Total","From 1 400 to 1 999 cm³",":"
"1994","Estonia","Number","Total","2 000 cm³ or over",":"
"1994","Estonia","Number","Petroleum products","Total",":"
"1994","Estonia","Number","Petroleum products","Less than 1 400 cm³",":"
"1994","Estonia","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1994","Estonia","Number","Petroleum products","2 000 cm³ or over",":"
"1994","Estonia","Number","Diesel","Total",":"
"1994","Estonia","Number","Diesel","Less than 1 400 cm³",":"
"1994","Estonia","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1994","Estonia","Number","Diesel","2 000 cm³ or over",":"
"1994","Ireland","Number","Total","Total","939 022"
"1994","Ireland","Number","Total","Less than 1 400 cm³",":"
"1994","Ireland","Number","Total","From 1 400 to 1 999 cm³",":"
"1994","Ireland","Number","Total","2 000 cm³ or over",":"
"1994","Ireland","Number","Petroleum products","Total","813 537"
"1994","Ireland","Number","Petroleum products","Less than 1 400 cm³",":"
"1994","Ireland","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1994","Ireland","Number","Petroleum products","2 000 cm³ or over",":"
"1994","Ireland","Number","Diesel","Total","123 787"
"1994","Ireland","Number","Diesel","Less than 1 400 cm³",":"
"1994","Ireland","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1994","Ireland","Number","Diesel","2 000 cm³ or over",":"
"1994","Greece","Number","Total","Total","2 074 000"
"1994","Greece","Number","Total","Less than 1 400 cm³",":"
"1994","Greece","Number","Total","From 1 400 to 1 999 cm³",":"
"1994","Greece","Number","Total","2 000 cm³ or over",":"
"1994","Greece","Number","Petroleum products","Total","2 043 000"
"1994","Greece","Number","Petroleum products","Less than 1 400 cm³",":"
"1994","Greece","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1994","Greece","Number","Petroleum products","2 000 cm³ or over",":"
"1994","Greece","Number","Diesel","Total","28 000"
"1994","Greece","Number","Diesel","Less than 1 400 cm³",":"
"1994","Greece","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1994","Greece","Number","Diesel","2 000 cm³ or over",":"
"1994","Spain","Number","Total","Total","13 734 000"
"1994","Spain","Number","Total","Less than 1 400 cm³",":"
"1994","Spain","Number","Total","From 1 400 to 1 999 cm³",":"
"1994","Spain","Number","Total","2 000 cm³ or over",":"
"1994","Spain","Number","Petroleum products","Total","11 928 000"
